MemberID,Customer ID,Classification
THUAAA015,230347,GP
TORRES010,217016,GP
TSANGA055,236701,GP
TULLYA012,216960,GP
TURNER170,218032,GP
ULLAHA015,233972,GP
UYAGUA001,237052,GP
VAKILI007,235715,GP
VELAUT002,236024,GP
WAHIAA003,221659,GP
WALLIS024,220244,GP
WALTER101,220969,GP
WAQASA003,225119,GP
WATERS054,239675,GP
WEERAS064,229556,GP
WIJESE015,212609,GP
WRIGHT220,242721,GP
WUAAAA229,224277,GP
YANNYA001,213374,GP
YASMIN008,233614,GP
YAZDIA002,218216,GP
YOUSEF007,234238,GP
ZAIDIA006,222294,GP
ZAKHER001,222097,GP
ZARKAM001,232487,GP
224745,103601,Surgical
324015,92468,Surgical
330219,106080,Surgical
BABAZA002,97678,Surgical
BALEND007,189106,Surgical
BEAZLE008,198945,Surgical
BOLTON012,107115,Surgical
CHURCH011,97763,Surgical
DARCYA004,133513,Surgical
DONALD064,156341,Surgical
FACEKA001,135812,Surgical
HUGHES209,233002,Surgical
JACOBA032,161255,Surgical
LANDGR002,172137,Surgical
LOBOAA008,188951,Surgical
METTYA001,120598,Surgical
SILVEI002,208681,Surgical
STEERA005,98663,Surgical
THORNT032,161287,Surgical
UNSWOR003,95871,Surgical
WEBBAA064,96910,Surgical
200760,101262,Surgical
204234,59823,Surgical
208625,91172,Surgical
214341,98687,Surgical
220085,100664,Surgical
223626,57748,Surgical
324275,105899,Surgical
ASKERN001,100085,Surgical
CASHAA006,92595,Surgical
CHETTL001,91582,Surgical
CHIOAA001,57956,Surgical
COOKEA043,98066,Surgical
DAVISA156,99872,Surgical
EVANSA175,145737,Surgical
FRANCI054,100489,Surgical
GABRIE010,133347,Surgical
GILCHR024,218160,Surgical
HANAAA061,196301,Surgical
HOGGEN001,187114,Surgical
HOSSAI022,167370,Surgical
KENNED116,106794,Surgical
KINGAA133,92387,Surgical
KITEAA003,137856,Surgical
LAISMI002,92808,Surgical
LANGDO004,94059,Surgical
LIONAL002,242394,Surgical
LUAAAA046,99708,Surgical
LYONSA040,179034,Surgical
MARAVA001,164467,Surgical
MASTER023,98983,Surgical
MCDONN019,107421,Surgical
NAGUBA003,233419,Surgical
PARASH002,120629,Surgical
PICKER023,220829,Surgical
POONAA061,207815,Surgical
ROSSER006,98748,Surgical
ROTHWE004,18349,Surgical
SHEMER004,202534,Surgical
STAMAT003,96768,Surgical
STINSO002,91643,Surgical
SUSICA001,92464,Surgical
SYEDNO001,219322,Surgical
TANAKA005,196852,Surgical
TAYLOR445,240542,Surgical
VEMURI002,239268,Surgical
VERCRU002,211831,Surgical
WATERF003,94544,Surgical
WHITEA150,91976,Surgical
WHITEH046,138164,Surgical
XIEAAA015,179657,Surgical
ZENAAA002,98083,Surgical
203913,100709,Surgical
210537,101850,Surgical
ALEKER001,97209,Surgical
ALLANS002,234184,Surgical
BANSAL023,228411,Surgical
BRYANT063,212324,Surgical
CHANAA505,93289,Surgical
CLIFFO033,207720,Surgical
COLLIN111,121449,Surgical
DAHIYA003,100806,Surgical
DUNFOR001,92484,Surgical
GOHAAA120,107083,Surgical
LEVYAA039,211609,Surgical
MANNIN037,227766,Surgical
MELONA001,89189,Surgical
NIKPOO001,124339,Surgical
RAOAAA068,189590,Surgical
RAOAAA078,211699,Surgical
REDDIN002,189900,Surgical
WALSHA116,176522,Surgical
YAOAAA005,59449,Surgical
212873,46845,Surgical
322227,105155,Surgical
BERGAM002,90664,Surgical
BROWNA429,226821,Surgical
CHANAA890,217165,Surgical
FOWLER025,95260,Surgical
GALLAG043,95027,Surgical
KELLER016,92008,Surgical
LATIFA006,90569,Surgical
LIUAAA085,92742,Surgical
MCCOMB014,159016,Surgical
ONEILL066,224931,Surgical
PICARD001,100030,Surgical
RAOAAA066,189345,Surgical
SETHIA022,167575,Surgical
YAOAAA029,199206,Surgical
YUMINA001,92785,Surgical
212069,100893,Surgical
330470,106173,Surgical
ADAMSA168,235097,Surgical
CHONGA138,106352,Surgical
FLUKES002,96858,Surgical
HASANA016,149291,Surgical
LEAHYA010,120589,Surgical
LIAAAA063,89399,Surgical
MARTIN199,91965,Surgical
MOOREA256,210034,Surgical
MORRIS223,95771,Surgical
NEVESC001,207741,Surgical
NGUYEN333,97270,Surgical
OOSTHU003,200417,Surgical
RAFTOP002,91319,Surgical
ROWEAA028,54993,Surgical
SARKIS005,166273,Surgical
SMITHA300,54552,Surgical
203758,101451,Surgical
221848,102469,Surgical
320439,104477,Surgical
323453,105673,Surgical
AHNAAA006,120517,Surgical
AZZOPA008,240455,Surgical
CHANAA599,126831,Surgical
CHOIAA030,54391,Surgical
JARDIM001,133515,Surgical
JONESA350,146850,Surgical
KUNCHU001,180114,Surgical
LARSEN020,188520,Surgical
LIVING019,148159,Surgical
MORRIS242,125382,Surgical
PUNJRO001,222338,Surgical
SINHAA018,126812,Surgical
SMIALK001,98588,Surgical
SOFIAD001,166286,Surgical
VANDER074,90669,Surgical
YANGAA188,227266,Surgical
320460,104498,Surgical
324129,105811,Surgical
ABELLA005,93323,Surgical
ANDREW071,106365,Surgical
ATIKAA001,92472,Surgical
AUAAAA051,187041,Surgical
AUAAAA054,222808,Surgical
BROWNA272,108463,Surgical
BUCKAA006,98544,Surgical
CREESE001,225766,Surgical
CUGLEY004,187967,Surgical
DANCEA005,187806,Surgical
ELNAHR001,234790,Surgical
ELSAYE006,221270,Surgical
LIMAAA394,89108,Surgical
MARTIN335,217266,Surgical
MEIKLE006,107551,Surgical
NGAAAA648,242850,Surgical
NGUYEN329,96264,Surgical
ONGAAA350,216470,Surgical
RAVURI001,200380,Surgical
SANDHU032,179626,Surgical
SOLANK009,185261,Surgical
WICKRA046,235444,Surgical
DUNNEA026,225749,Surgical
RAHNAV001,120574,Surgical
SADASI005,209729,Surgical
